item_id,order_id,item_type,volume_m3,weight_kg,longitude,latitude,pickup_delivery,loaded,truck_id,position_x,position_y,position_z,orientation,density,processed_timestamp,estimated_length,estimated_width,estimated_height,calculated_volume,volume_error,aspect_ratio,is_reasonable
ITEM_0000,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.7148,0.2485,0.3837,0.06815578686,6.181250000000902e-05,2.8764587525150906,True
ITEM_0001,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.4153,0.3883,0.4227,0.06816502047300001,7.365717429590126e-05,1.0885912953901624,True
ITEM_0002,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.5004,0.3115,0.4373,0.06816396257999999,5.8136443661806404e-05,1.6064205457463883,True
ITEM_0003,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3851,0.3436,0.5151,0.068158217436,2.615264084514678e-05,1.499126891734575,True
ITEM_0004,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.7289,0.2953,0.3167,0.068167828639,0.0001148567928404794,2.468337284117846,True
ITEM_0005,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3977,0.4408,0.3888,0.068159035008,1.4157746478904157e-05,1.1337448559670784,True
ITEM_0006,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.5997,0.3058,0.3716,0.06814707741600001,0.00018959190140824242,1.961085676913015,True
ITEM_0007,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3207,0.4778,0.4448,0.06815690860799999,4.535492957764842e-05,1.4898659183037106,True
ITEM_0008,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.6246,0.265,0.4119,0.0681772761,0.00025346390845077613,2.3569811320754717,True
ITEM_0009,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.7169,0.3853,0.2468,0.068171483476,0.00016847822769947178,2.9047811993517016,True
ITEM_0010,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.6327,0.2518,0.4278,0.06815446930800001,8.114278168997476e-05,2.512708498808578,True
ITEM_0011,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.2599,0.3698,0.7091,0.06815232428199999,0.00011261323356815328,2.728357060407849,True
ITEM_0012,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.6529,0.28,0.3728,0.06815231360000001,0.00011276995305141326,2.331785714285714,True
ITEM_0013,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3879,0.3727,0.4715,0.06816491059499999,7.204511443648152e-05,1.2650925677488596,True
ITEM_0014,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3879,0.3852,0.4562,0.068164984296,7.312640845073109e-05,1.1843198338525442,True
ITEM_0015,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.4393,0.428,0.3625,0.068157395,3.821889671365528e-05,1.2118620689655173,True
ITEM_0016,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.426,0.3751,0.4266,0.06816752316,0.00011037499999992305,1.1372967208744336,True
ITEM_0017,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.5883,0.2893,0.4005,0.06816317359500002,4.656095950728701e-05,2.0335292084341514,True
ITEM_0018,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,1.0482,0.4541,0.1432,0.06816142718399999,2.093873239427943e-05,7.3198324022346375,True
ITEM_0019,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.614,0.3874,0.2866,0.06817170776,0.00017176877934282661,2.142358688066992,True
ITEM_0020,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.2852,0.3899,0.613,0.06816528124000001,7.748298122088806e-05,2.149368863955119,True
ITEM_0021,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.4981,0.66,0.2073,0.0681490458,0.00016071302816895907,3.183791606367583,True
ITEM_0022,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3545,0.365,0.5267,0.06815102975,0.00013160578051648833,1.4857545839210153,True
ITEM_0023,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.2594,0.3929,0.6688,0.06816293228800001,4.3020657277140346e-05,2.5782575173477253,True
ITEM_0024,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.4039,0.3694,0.4568,0.06815486148799998,7.538896713634954e-05,1.2365998917162966,True
ITEM_0025,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.8102,0.4612,0.1824,0.06815635737600001,5.344225352096119e-05,4.441885964912281,True
ITEM_0026,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3997,0.4128,0.413,0.06814341407999999,0.00024333802816910578,1.0332749562171628,True
ITEM_0027,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.4515,0.409,0.3691,0.06815929785,1.0301496478927989e-05,1.2232457328637227,True
ITEM_0028,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3692,0.3812,0.4843,0.06815991707199999,1.2166666667934547e-06,1.3117551462621886,True
ITEM_0029,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.7238,0.4049,0.2326,0.068167295812,0.00010703949530515555,3.1117798796216682,True
ITEM_0030,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3678,0.4264,0.4347,0.068173966224,0.0002049035211268082,1.1818923327895594,True
ITEM_0031,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.5398,0.5026,0.2512,0.06815143417599999,0.00012567230046961795,2.1488853503184715,True
ITEM_0032,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.4227,0.3823,0.4218,0.068162124978,3.117632042263131e-05,1.1056761705466913,True
ITEM_0033,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.5067,0.3171,0.4242,0.06815815259400002,2.7103961267354732e-05,1.597918637653737,True
ITEM_0034,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.6389,0.2462,0.4333,0.06815686809400001,4.594932511717732e-05,2.5950446791226645,True
ITEM_0035,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3349,0.3401,0.5985,0.068168844765,0.00012976474471833557,1.7871006270528518,True
ITEM_0036,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.6767,0.2372,0.4246,0.068153921704,8.917687793419876e-05,2.852866779089376,True
ITEM_0037,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,1.0414,0.3696,0.1771,0.068166045024,8.868873239446164e-05,5.880293619424054,True
ITEM_0038,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.5078,0.3856,0.348,0.06814107264,0.0002776901408451283,1.4591954022988507,True
ITEM_0039,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3899,0.3071,0.5692,0.068155034668,7.284818075106523e-05,1.8534679257570825,True
ITEM_0040,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.4244,0.3066,0.5238,0.068157400752,3.8134507042274674e-05,1.7084148727984347,True
ITEM_0041,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.4097,0.4114,0.4044,0.068161854552,2.7208802816855123e-05,1.0173095944609298,True
ITEM_0042,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3913,0.3929,0.4433,0.068153726641,9.203871772296773e-05,1.1328903654485052,True
ITEM_0043,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.6688,0.2638,0.3864,0.06817233561599999,0.0001809802816899844,2.535253980288097,True
ITEM_0044,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3828,0.4219,0.422,0.06815440103999999,8.214436619726516e-05,1.1024033437826541,True
ITEM_0045,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3807,0.3807,0.4703,0.068161750047,2.56755721830388e-05,1.2353559232991858,True
ITEM_0046,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.482,0.3163,0.4471,0.06816334586,4.9088321596296754e-05,1.5238697439140054,True
ITEM_0047,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.8356,0.2887,0.2825,0.0681496559,0.00015176203051648683,2.9578761061946905,True
ITEM_0048,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.6924,0.3147,0.3128,0.068158581984,2.080422535205436e-05,2.213554987212276,True
ITEM_0049,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.5965,0.5357,0.2133,0.06815895916499999,1.5270466549404353e-05,2.796530707923113,True
ITEM_0050,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.376,0.3736,0.4852,0.06815779072,3.241314553988301e-05,1.2987152034261242,True
ITEM_0051,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.2367,0.4463,0.6452,0.06815841829199999,2.3205809859247994e-05,2.7258132657372203,True
ITEM_0052,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.5288,0.2741,0.4703,0.06816720082400002,0.00010564589201907083,1.929222911346224,True
ITEM_0053,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.8354,0.3353,0.2433,0.06815067054599999,0.00013687579225361827,3.4336210439786274,True
ITEM_0054,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3858,0.3149,0.561,0.06815500362,7.330369718305331e-05,1.7815179422038743,True
ITEM_0055,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.4383,0.3805,0.4087,0.068160186405,2.7348151409183776e-06,1.1519053876478318,True
ITEM_0056,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.6281,0.3338,0.3251,0.068160394478,5.787529342744641e-06,1.9320209166410336,True
ITEM_0057,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.9266,0.3488,0.2109,0.068162475072,3.6312676056410846e-05,4.393551446183025,True
ITEM_0058,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.2856,0.4539,0.5257,0.06814850968800001,0.00016857852112653012,1.8406862745098036,True
ITEM_0059,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.7105,0.2794,0.3434,0.06816960457999999,0.0001409122652580527,2.542949176807445,True
ITEM_0060,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.628,0.3939,0.2755,0.0681502146,0.00014356514084512336,2.279491833030853,True
ITEM_0061,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.2335,0.4417,0.6609,0.06816321025500001,4.709881161987542e-05,2.830406852248394,True
ITEM_0062,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.7514,0.5144,0.1763,0.068143504208,0.0002420157276995103,4.262053318207601,True
ITEM_0063,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3249,0.358,0.5859,0.06814848978,0.00016887059859150067,1.8033240997229916,True
